data;

param y :=   
	 34     4    33   -36   -27    -4   -12   -13     2   -11   -26   -17    -6   -30    11   -47   -38    37   -27    29   -36
	 35    -5   -49    38   -16   -39    47   -24   -41    19    26    32   -11    40   -45    29    32   -10   -46    11    23
	 36    14    38    -5    13    -1     8     7    16   -12    48   -24    24    42     0    33    33    22    14    24   -31
	 37    -9   -38    -8    50    26    46    -1    17    28    31    19   -37    20    28   -39   -30   -32   -42   -17   -15
	 38    -2    40   -13   -26   -13   -28    15    -8   -19    41     8    -5    33    36    15    44    31    13    -9    21
	 39    11   -16    -9    10   -19    -5    -7    50    21    50    36     8    13   -33   -26   -41   -14   -45    38   -29
	 40   -10    39    -6   -26     8   -43   -20    44   -26   -40    23     5    50   -35    13   -49    20    10     8    19
	 41    27    -6   -48   -31   -21    35    -1   -13   -20    39    20   -14    21    27   -27   -30   -48    26   -15    18
	 42    17    20    -8    -4    10     8   -30    14   -13   -11   -19   -49    26   -17     1   -28   -29   -11    42    44
	 43   -41   -12    16   -16    36   -38    49    31    28   -49    35   -36    35    -7    -7    -8    27    31    -3    18
	 44    22   -45    -6   -18   -38   -14    36    22    17    10    24   -23   -14    11    18    45   -47     0    17   -20
	 45    19     4    50    46   -39   -15    40   -34   -41    13   -42    35    15    16    17    -2    33   -18   -12   -30
	 46   -33    24    -7   -21    -5    25    50    34   -15     9   -23   -39   -18    36    38   -38    10   -22    44   -27
	 47   -26    13   -33   -16   -47   -10   -19   -29   -39   -44   -48   -41    37    49    19   -19    22   -10    -4    38
	 48    17    30     0   -37   -12   -16    30   -43   -20   -28    33   -37    -8   -44    37    26   -13   -43    -3   -25
	 49   -21    -7    22   -45   -39   -28     5    30    -9   -12    46   -26   -32    -6     8    15   -23    41   -19    17
	 50    14   -34     6   -44   -17     8    19    13   -31    22   -47    31    30     0    29     3    24     0    -9   -41
	 51   -49    32    49     5    21   -39    21   -11    29    25   -24    28     7     1   -43    40     1   -20     1    49
	 52     2   -17    -7   -12     4   -46    32    50   -47   -43    22   -39     9    16    45   -32     9    48     0    23
	 53   -35   -28    10   -41     0    31     1   -34     6    46   -25   -35     2   -31    30     3    13    29   -11   -17
	 54   -32   -34     1    32    35    48   -31   -16   -31    -5    19   -20    -9    29    20    -5    49   -25   -29   -28
	 55   -34   -11    -1    26    25   -42    44    -4     7    -5   -41    28   -30    -9    50    -6    44     6    48    50
	 56    37   -36    27    36   -18   -44    43   -44    -4    -4   -48    37   -45     1   -13    14    21   -39    50    40
	 57    41   -35    -1    47   -17    36     0    -5   -19    21   -43    35   -38    31   -30   -38   -37    -2   -31    15
	 58   -29   -23   -25    22   -48     0   -15     4   -13    24    12     5   -47    33     5    -9   -49   -10   -16   -27
	 59    -5    14   -32   -42    -4   -30     9     4    -7   -24   -14   -22    -1    31   -27    35    47   -47     9   -47
	 60     8    27    -4    41   -39   -47    44    16   -32   -11    -7    37    -6   -15    24    33    -9   -18     5   -22
	 61   -11   -27   -21    46    16    -7   -14     6    -2    41   -28    38    -5    25    17   -32     3    35    43   -24
	 62    15    24    32   -29    33   -18    12   -41   -18    36    34   -16   -16   -31   -49     3   -39    25   -39    28
	 63    35   -12    -9    -6    32     7    48   -37   -38     3    46    -4    -9   -33   -15    26    -3   -26     1   -16
	 64     8    36   -47   -44   -24     5   -31   -33   -19    50    45    19     7    13     3    -4   -37    26    21     7
	 65   -19   -11   -21    -6    -5   -46    27   -46    19   -10   -46    45    -6   -23    -4     8     2    38    47     5
	 66   -47   -20    -2   -22   -41   -16   -11    16    45   -14   -31   -48   -24     9   -33   -30   -22   -49   -23    26
	 67   -31    24   -43   -41    -3   -12   -23    10    32    41    36   -37    42    33    -1   -33    24   -17   -31   -30
	 68   -41    47   -48    -9    24    50   -29    34   -23    22   -36    -8   -33    41    -3    41   -41   -41   -46   -41
	 69    22    48    11    12    -9   -25    10   -24    35     9    32   -28    33    19    25   -41    13   -40   -16    32
	 70    38   -39    18   -42     1    27    -9   -18    17    40   -20    -7    49    47    42   -25    33    24    -4    27
	 71   -13   -21    45   -36   -10    19    -7    33   -28    32    -1   -38    47   -20    48    -4    50    49    23    28
	 72     6    -9   -24     5   -32   -14    42    -3    -3   -19   -47   -29     6    40   -16    49    11    21   -35    -6
	 73   -16    27    28   -28    18    16    27    33    31    13    17   -30    44    14   -17   -31     8    25    11   -42
	 74    26   -12   -47   -39    10   -13     3    -6    32    38   -47   -26     4     1    16    -7    -9   -49   -47    33
	 75   -39    39    45   -13    -5   -38   -45    33   -44   -33   -15     6    48    23    24   -27   -12    36   -14     1
	 76    19    -6   -41    19   -33   -44    30    -5    35    49   -31   -23   -33   -43     1     6    27    31    -9   -17
	 77   -25    -3    22    -8    10    19    16   -30    14   -13   -30   -42   -47   -29    -3   -11   -10    20    13    29
	 78   -28   -38     6   -35     9    42    38   -39   -41     7   -45    -2    -9    -4    -9    -6    -6    42   -20   -44
	 79   -10    41   -19   -29   -21    15    45   -14   -32    12    25   -43   -32   -24    -2     9    -2    -7    28    22
	 80     1   -42    -2   -20     4    -9   -39    45   -37     9   -10    24    35    -3    47   -29    32     9    42     5
	 81   -16    16    -9    -6    30     5    48    26   -41    45   -47   -31    15   -29   -14   -25    33    37   -33     2
	 82    29    28    -1   -38    37   -31   -42    39   -32     9     7   -43   -17   -33    28    -1    28   -28    29    40
	 83    13    47    -3   -17    22   -20    20    22    21   -27     4    23   -43   -37    34    19     8   -40   -14   -16
	 84    -7    36   -13    10   -42    49    34   -14    23    45    -5   -23   -32     6   -12    21    -3   -26   -41    27
	 85    28   -39   -14     3   -23   -15    40    48   -46    -8    28   -15    24    40   -25    10   -20    37   -27    -7
	 86   -47   -42   -22   -35   -10     6    27   -31   -20    23   -41     9   -32   -18   -41   -10    45   -32   -35   -10
	 87    34   -43    35    -5    -1    29   -26    38    44    13   -15   -34    24   -11    12    14   -30    38   -46   -25
	 88    -9    -8    48    24    21    41    20   -43    35    25    12    -1    48   -38     4   -31     4   -44    40   -32
	 89    39    43   -30    23   -35   -18   -11   -17   -30    -9    28     3   -31    47   -28   -42    14   -20    36    -8
	 90    38   -25   -37    49    14    11    49    48   -36   -30   -44    38    26   -29   -39    -4    16    -7     7   -37
	 91    14    10   -28    16   -20    24    24   -29   -12    35    34   -35    10    42     7   -30   -21   -23    46    21
	 92    -6   -20   -21    -4    32    36   -36    49   -26    32   -45   -14   -45    26    25     4     1    19   -20     0
	 93     5    12    26   -12    -3    24    34   -10    16    39    27   -24   -39    -9   -46   -29     9    -7   -42    32
	 94    13    34   -27    -6    10    35   -39   -13   -41   -33    27    47   -31    27     1    21   -35   -32    19    16
	 95    38    35    13    -4    27   -41   -36   -20   -30   -12    24   -12    13     3    44    17    39    43    16    42
	 96    50    25    13   -49     6    33    -2    38    34    24   -13    10    41    48    50    15    13    -5   -16    36
	 97     1   -23   -31   -23   -46    21    34   -44   -38    43   -15    46   -14     6    10    36    21     0    -8    50
	 98    47    16   -13   -21    26   -27    47   -28   -32   -38   -13    -6   -28    17    36   -32    29    33    37    12
	 99    41    31   -36    26    26    11   -14   -28    23    -6    46    39    14   -23    -6   -14   -39   -12     8   -44
	100   -29    -2   -36    -3    43    46    43   -18     1    40   -30    -8    29   -30    35     4    -4     7   -31    -7;
